id,valeur_NO2,valeur_CO,valeur_O3,valeur_PM10,valeur_PM25
2023-01-14 18,20.3,0.202,40.5,6.4,5.7
2023-01-14 19,16.3,0.156,61.9,4.4,3.2
2023-01-14 20,17.4,0.172,61.9,4.9,3.8
2023-01-14 21,14.1,0.16,65.5,4.9,3.8
2023-01-14 22,11.6,0.139,74.0,3.3,2.3
2023-01-14 23,12.9,0.144,72.3,3.0,2.2
2023-01-15 00,12.3,0.135,70.7,3.3,2.4
2023-01-15 01,13.2,0.139,66.7,3.4,2.3
2023-01-15 02,10.8,0.131,67.9,3.2,2.0
2023-01-15 03,7.4,0.126,69.1,3.4,2.1
2023-01-15 04,7.6,0.125,70.0,3.3,1.9
2023-01-15 05,6.7,0.123,73.2,3.6,1.7
2023-01-15 06,8.8,0.124,71.2,4.1,1.8
2023-01-15 07,13.2,0.133,66.1,3.0,1.6
2023-01-15 08,12.3,0.135,63.1,5.6,2.6
2023-01-15 09,12.9,0.144,63.1,7.5,3.8
2023-01-15 10,10.2,0.139,66.7,8.6,4.3
2023-01-15 11,10.9,0.144,65.9,10.2,4.8
2023-01-15 12,10.4,0.141,67.5,10.0,4.7
2023-01-15 13,10.8,0.136,68.3,9.3,4.6
2023-01-15 14,12.2,0.142,66.8,8.9,4.5
2023-01-15 15,14.4,0.157,64.0,10.7,4.9
2023-01-15 16,17.6,0.169,60.4,9.7,4.9
2023-01-15 17,17.3,0.172,60.5,9.0,5.0
2023-01-15 18,17.3,0.175,61.9,8.2,5.3
2023-01-15 19,18.4,0.198,58.3,10.4,7.4
2023-01-15 20,17.5,0.198,56.3,10.7,7.5
2023-01-15 21,13.6,0.182,59.6,9.5,6.4
2023-01-15 22,9.3,0.155,65.1,7.6,4.5
2023-01-15 23,7.1,0.139,67.3,7.7,4.2
2023-01-16 00,7.0,0.136,66.8,7.6,4.2
2023-01-16 01,5.2,0.125,69.8,6.5,3.7
2023-01-16 02,4.5,0.12,69.3,5.4,3.2
2023-01-16 03,5.2,0.12,69.2,2.9,1.7
2023-01-16 04,7.2,0.124,68.4,1.4,0.8
2023-01-16 05,12.5,0.135,64.0,3.7,1.7
2023-01-16 06,15.4,0.148,65.2,5.7,3.1
2023-01-16 07,18.4,0.177,62.2,5.2,3.1
2023-01-16 08,19.8,0.178,59.6,4.7,2.2
2023-01-16 09,22.7,0.161,56.1,3.5,1.2
2023-01-16 10,22.4,0.166,49.9,6.6,2.1
2023-01-16 11,17.6,0.163,55.9,4.1,1.6
2023-01-16 12,17.5,0.185,58.8,3.8,2.0
2023-01-16 13,18.3,0.199,60.2,8.8,4.2
2023-01-16 14,18.3,0.176,57.1,11.5,4.8
2023-01-16 15,20.6,0.171,50.6,6.5,3.4
2023-01-16 16,22.9,0.18,48.1,6.5,3.8
2023-01-16 17,26.7,0.198,44.0,6.5,4.0
2023-01-16 18,31.8,0.228,39.1,7.7,4.1
2023-01-16 19,32.3,0.231,38.8,8.0,5.6
2023-01-16 20,23.6,0.201,47.7,6.7,4.4
2023-01-16 21,24.6,0.242,45.4,6.8,5.4
2023-01-16 22,24.6,0.243,40.2,9.9,7.6
2023-01-16 23,22.2,0.227,41.6,9.4,6.5
2023-01-17 00,21.4,0.207,42.7,8.6,5.7
2023-01-17 01,24.8,0.242,37.1,7.9,5.7
2023-01-17 02,27.3,0.226,31.6,8.2,6.1
2023-01-17 03,41.8,0.273,13.6,11.2,8.7
2023-01-17 04,47.1,0.269,8.9,11.3,8.9
2023-01-17 05,46.1,0.281,7.4,11.5,9.3
2023-01-17 06,46.0,0.277,7.1,11.1,8.5
2023-01-17 07,53.0,0.324,3.5,12.8,8.8
2023-01-17 08,48.2,0.288,8.9,16.8,10.6
2023-01-17 09,44.8,0.291,15.4,19.9,12.1
2023-01-17 10,39.2,0.254,23.8,21.5,12.3
2023-01-17 11,34.2,0.222,32.5,17.1,10.5
2023-01-17 12,26.0,0.207,37.5,16.5,11.5
2023-01-17 13,30.9,0.208,32.8,17.2,11.1
2023-01-17 14,33.3,0.209,30.6,14.9,9.4
2023-01-17 15,31.7,0.216,31.2,15.3,10.4
2023-01-17 16,29.3,0.216,34.0,14.8,10.3
2023-01-17 17,30.0,0.228,34.8,14.1,10.5
2023-01-17 18,27.5,0.228,38.4,14.9,10.8
2023-01-17 19,29.3,0.236,34.4,16.5,12.9
2023-01-17 20,25.0,0.234,32.0,19.0,16.3
2023-01-17 21,29.2,0.267,26.7,20.2,17.8
2023-01-17 22,31.6,0.245,25.4,20.1,17.9
2023-01-17 23,23.2,0.223,35.6,17.7,15.9
2023-01-18 00,25.4,0.227,34.2,18.1,14.2
2023-01-18 01,25.5,0.238,32.5,17.3,13.2
2023-01-18 02,32.4,0.232,26.9,15.2,11.0
2023-01-18 03,36.7,0.245,22.4,12.9,9.6
2023-01-18 04,31.0,0.255,23.7,15.2,12.2
2023-01-18 05,41.6,0.293,14.5,14.1,11.6
2023-01-18 06,51.5,0.314,6.8,15.2,11.6
2023-01-18 07,57.4,0.364,1.4,17.8,12.5
2023-01-18 08,56.4,0.445,4.3,23.6,14.7
2023-01-18 09,49.2,0.407,11.5,28.2,16.3
2023-01-18 10,33.1,0.27,29.8,19.4,11.8
2023-01-18 11,28.6,0.246,37.5,14.4,8.7
2023-01-18 12,23.7,0.213,45.4,11.4,7.1
2023-01-18 13,19.0,0.187,51.9,10.8,4.6
2023-01-18 14,20.5,0.182,51.4,9.1,3.8
2023-01-18 15,29.7,0.209,41.0,12.0,4.8
2023-01-18 16,26.4,0.201,42.1,8.9,5.1
2023-01-18 17,33.0,0.224,38.0,6.3,4.4
2023-01-18 18,31.3,0.248,38.3,6.9,5.2
2023-01-18 19,28.9,0.224,39.3,7.6,5.7
2023-01-18 20,29.2,0.223,38.3,10.5,6.6
2023-01-18 21,21.8,0.207,43.9,8.7,5.8
2023-01-18 22,14.6,0.188,49.5,6.0,5.0
2023-01-18 23,17.9,0.21,44.6,7.7,5.8
2023-01-19 00,14.1,0.193,46.4,7.8,6.5
2023-01-19 01,12.6,0.184,44.8,8.7,7.2
2023-01-19 02,14.2,0.18,41.7,9.8,8.5
2023-01-19 03,19.5,0.19,36.4,12.1,10.4
2023-01-19 04,23.9,0.21,30.9,13.2,11.5
2023-01-19 05,35.9,0.238,20.2,12.4,10.2
2023-01-19 06,41.1,0.283,14.9,11.1,8.8
2023-01-19 07,49.5,0.31,7.1,10.8,7.5
2023-01-19 08,48.1,0.331,8.8,16.9,9.9
2023-01-19 09,46.0,0.313,9.3,19.5,13.1
2023-01-19 10,39.2,0.359,13.9,22.9,15.3
2023-01-19 11,36.1,0.305,15.3,24.3,17.1
2023-01-19 12,31.9,0.294,18.7,26.2,18.4
2023-01-19 13,31.9,0.289,18.4,23.9,17.3
2023-01-19 14,30.0,0.273,21.8,20.4,14.6
2023-01-19 15,30.5,0.26,21.6,18.1,13.6
2023-01-19 16,35.8,0.321,15.5,16.9,14.4
2023-01-19 17,41.4,0.327,9.6,13.8,12.5
2023-01-19 18,37.6,0.297,13.8,7.5,6.4
2023-01-19 19,45.9,0.361,5.8,10.9,9.8
2023-01-19 20,41.2,0.352,8.5,13.6,12.5
2023-01-19 21,37.5,0.346,9.3,18.7,18.1
2023-01-19 22,28.4,0.278,22.2,15.2,14.6
2023-01-19 23,18.5,0.229,34.4,12.4,11.7
2023-01-20 00,15.4,0.202,40.9,12.7,11.5
2023-01-20 01,16.8,0.192,40.7,12.2,11.2
2023-01-20 02,18.7,0.227,36.3,15.3,14.1
2023-01-20 03,16.5,0.213,38.1,13.1,12.1
2023-01-20 04,18.8,0.206,35.0,12.5,11.4
2023-01-20 05,28.5,0.234,23.4,11.8,10.6
2023-01-20 06,46.2,0.278,6.7,14.9,13.5
2023-01-20 07,54.3,0.358,1.4,17.9,15.0
2023-01-20 08,52.7,0.36,4.6,20.5,14.2
2023-01-20 09,42.1,0.283,22.3,17.2,10.3
2023-01-20 10,37.6,0.242,32.3,13.7,7.3
2023-01-20 11,31.4,0.234,36.2,13.1,7.7
2023-01-20 12,24.0,0.213,43.5,12.8,7.8
2023-01-20 13,22.7,0.202,44.2,13.7,7.4
2023-01-20 14,28.3,0.212,39.6,14.4,6.7
2023-01-20 15,33.6,0.221,35.0,12.7,6.3
2023-01-20 16,42.2,0.242,26.2,11.4,6.6
2023-01-20 17,50.6,0.289,18.4,11.7,7.4
2023-01-20 18,49.8,0.315,21.2,14.1,8.8
2023-01-20 19,44.6,0.328,25.3,16.0,10.7
2023-01-20 20,34.2,0.279,32.5,15.3,10.8
2023-01-20 21,31.0,0.282,32.5,14.9,10.7
2023-01-20 22,28.2,0.272,33.1,13.4,9.9
2023-01-20 23,23.2,0.235,37.2,11.6,8.7
2023-01-21 00,21.6,0.216,37.8,10.4,7.7
2023-01-21 01,13.8,0.182,49.2,9.0,6.8
2023-01-21 02,11.6,0.171,52.5,9.8,8.2
2023-01-21 03,13.5,0.19,43.5,10.3,9.3
2023-01-21 04,18.8,0.211,31.2,13.0,11.9
2023-01-21 05,20.0,0.209,29.6,14.2,12.3
2023-01-21 06,26.8,0.229,21.4,15.4,14.4
2023-01-21 07,27.9,0.238,18.6,19.1,17.7
2023-01-21 08,26.4,0.258,21.1,22.3,20.8
2023-01-21 09,22.4,0.275,26.5,25.3,22.9
2023-01-21 10,22.8,0.288,28.1,27.0,24.0
2023-01-21 11,20.0,0.27,33.8,25.2,22.4
2023-01-21 12,17.6,0.259,39.1,25.7,22.2
2023-01-21 13,18.2,0.262,40.1,25.4,22.6
2023-01-21 14,20.2,0.258,39.6,25.8,22.6
2023-01-21 15,21.0,0.249,41.6,23.0,19.0
2023-01-21 16,30.4,0.272,33.7,22.3,18.7
2023-01-21 17,40.2,0.3,21.9,26.1,21.4
2023-01-21 18,38.9,0.309,18.9,30.9,26.9
2023-01-21 19,38.0,0.331,17.4,35.4,32.0
2023-01-21 20,32.9,0.337,20.0,37.7,34.7
2023-01-21 21,28.5,0.316,24.0,36.2,33.7
2023-01-21 22,20.4,0.257,33.0,27.6,26.1
2023-01-21 23,18.4,0.255,34.2,23.8,22.5
2023-01-22 00,15.4,0.243,36.8,23.9,22.8
2023-01-22 01,15.1,0.24,35.7,25.2,23.8
2023-01-22 02,13.5,0.23,37.1,25.7,24.4
2023-01-22 03,14.2,0.237,35.8,27.8,26.7
2023-01-22 04,13.8,0.216,37.7,24.2,23.3
2023-01-22 05,18.2,0.218,35.6,21.5,20.6
2023-01-22 06,20.8,0.223,31.6,21.7,20.9
2023-01-22 07,23.8,0.235,26.5,22.4,21.0
2023-01-22 08,19.6,0.232,30.5,20.2,18.8
2023-01-22 09,16.5,0.226,34.7,20.0,18.0
2023-01-22 10,18.3,0.227,35.2,18.8,17.2
2023-01-22 11,19.3,0.227,37.8,18.1,15.5
2023-01-22 12,20.1,0.226,38.2,18.7,15.6
2023-01-22 13,20.1,0.22,40.7,16.1,13.5
2023-01-22 14,18.3,0.211,43.4,14.8,11.4
2023-01-22 15,20.7,0.222,40.8,15.8,12.7
2023-01-22 16,22.7,0.234,37.0,16.6,14.3
2023-01-22 17,25.6,0.252,32.6,19.6,16.6
2023-01-22 18,27.0,0.252,29.2,20.7,18.9
2023-01-22 19,28.1,0.264,26.4,22.3,20.3
2023-01-22 20,25.5,0.258,26.4,23.3,21.3
2023-01-22 21,22.9,0.242,27.9,21.7,20.3
2023-01-22 22,18.1,0.227,30.0,20.7,19.4
2023-01-22 23,16.3,0.22,29.3,21.9,20.6
2023-01-23 00,16.8,0.224,27.3,22.7,21.9
2023-01-23 01,16.8,0.222,25.9,22.9,22.0
2023-01-23 02,16.4,0.22,25.8,22.7,21.8
2023-01-23 03,16.5,0.225,24.4,22.9,21.8
2023-01-23 04,18.2,0.235,22.1,22.5,21.7
2023-01-23 05,24.2,0.247,15.9,23.1,21.8
2023-01-23 06,27.5,0.248,12.8,21.8,19.6
2023-01-23 07,29.4,0.259,10.3,23.7,20.2
2023-01-23 08,31.8,0.282,8.0,29.1,22.4
2023-01-23 09,29.6,0.288,10.2,30.7,22.8
2023-01-23 10,28.4,0.295,10.7,30.4,22.0
2023-01-23 11,27.7,0.287,13.8,25.6,20.8
2023-01-23 12,25.7,0.28,15.8,24.9,19.5
2023-01-23 13,25.8,0.284,15.2,27.2,19.5
2023-01-23 14,23.1,0.272,18.4,20.6,15.0
2023-01-23 15,26.1,0.28,16.6,18.4,14.0
2023-01-23 16,24.6,0.271,20.3,17.5,13.5
2023-01-23 17,22.7,0.275,22.5,17.1,14.8
2023-01-23 18,27.3,0.293,18.4,19.6,17.3
2023-01-23 19,27.8,0.295,19.7,19.7,17.1
2023-01-23 20,25.8,0.293,21.9,18.3,16.4
2023-01-23 21,20.7,0.273,25.1,16.1,14.7
2023-01-23 22,20.2,0.271,25.8,15.1,14.0
2023-01-23 23,19.1,0.266,25.8,16.1,14.9
2023-01-24 00,20.0,0.266,22.5,19.0,17.6
2023-01-24 01,18.8,0.266,23.0,20.7,19.1
2023-01-24 02,19.0,0.265,22.8,21.4,19.9
2023-01-24 03,20.5,0.263,22.1,20.8,19.6
2023-01-24 04,20.0,0.252,23.0,21.4,20.4
2023-01-24 05,20.61335561008719,0.255,20.2,21.1,19.9
2023-01-24 06,26.2,0.261,16.9,22.2,20.2
2023-01-24 07,33.9,0.282,8.8,27.9,23.1
2023-01-24 08,34.5,0.295,8.3,30.8,24.3
2023-01-24 09,33.4,0.293,9.8,31.0,25.1
2023-01-24 10,33.3,0.295,11.9,34.0,25.2
2023-01-24 11,31.3,0.297,16.2,31.3,24.4
2023-01-24 12,29.3,0.288,20.0,33.8,25.1
2023-01-24 13,29.0,0.287,19.2,32.6,25.0
2023-01-24 14,32.6,0.29,15.8,32.7,24.4
2023-01-24 15,35.2,0.294,13.8,29.7,23.2
2023-01-24 16,30.4,0.272,19.6,25.0,21.2
2023-01-24 17,35.0,0.295,16.8,24.5,21.2
2023-01-24 18,34.9,0.312,17.5,25.4,21.6
2023-01-24 19,32.5,0.296,19.0,25.9,22.4
2023-01-24 20,31.1,0.304,19.9,26.0,22.8
2023-01-24 21,25.9,0.288,23.5,24.5,21.9
2023-01-24 22,24.9,0.291,21.3,25.2,22.4
2023-01-24 23,24.4,0.283,18.6,26.2,24.5
2023-01-25 00,22.2,0.266,21.4,25.6,24.0
2023-01-25 01,20.9,0.265,22.3,25.9,23.7
2023-01-25 02,21.2,0.256,21.9,26.8,24.4
2023-01-25 03,23.1,0.26,18.1,29.0,26.5
2023-01-25 04,25.7,0.258,15.3,28.5,26.8
2023-01-25 05,30.0,0.254,14.3,22.8,21.4
2023-01-25 06,23.6,0.233,24.4,14.2,13.2
2023-01-25 07,22.4,0.232,24.9,12.5,11.2
2023-01-25 08,25.0,0.238,22.5,15.5,12.6
2023-01-25 09,26.9,0.245,21.6,19.9,14.6
2023-01-25 10,28.7,0.261,21.2,20.8,14.6
2023-01-25 11,27.0,0.258,21.8,22.6,17.9
2023-01-25 12,29.1,0.271,17.7,28.5,24.3
2023-01-25 13,33.5,0.276,14.8,32.2,25.0
2023-01-25 14,37.4,0.287,9.9,39.5,31.7
2023-01-25 15,39.6,0.301,5.8,47.0,38.0
2023-01-25 16,38.0,0.305,7.1,42.1,36.2
2023-01-25 17,32.1,0.321,12.9,39.2,35.2
2023-01-25 18,29.5,0.358,14.2,43.9,39.9
2023-01-25 19,29.2,0.333,17.2,44.4,40.4
2023-01-25 20,28.9,0.316,19.2,41.9,39.0
2023-01-25 21,29.3,0.302,21.8,38.3,36.1
2023-01-25 22,26.0,0.291,26.7,35.3,33.1
2023-01-25 23,27.2,0.293,26.7,33.0,30.8
2023-01-26 00,36.4,0.321,16.5,35.5,33.0
2023-01-26 01,43.8,0.35,6.5,37.7,35.3
2023-01-26 02,46.7,0.34,1.7,42.0,39.1
2023-01-26 03,40.0,0.338,5.9,37.1,35.4
2023-01-26 04,37.3,0.343,5.5,35.3,34.2
2023-01-26 05,42.9,0.36,0.7,34.4,33.4
2023-01-26 06,44.5,0.412,0.1,34.5,33.2
2023-01-26 07,46.6,0.483,0.3,33.7,31.8
2023-01-26 08,51.2,0.548,0.9,35.9,31.7
2023-01-26 09,50.3,0.541,1.7,35.3,29.5
2023-01-26 10,43.3,0.454,3.7,33.1,25.2
2023-01-26 11,42.6,0.459,5.0,29.7,24.0
2023-01-26 12,33.9,0.421,5.3,23.5,20.0
2023-01-26 13,30.9,0.402,4.7,15.5,11.9
2023-01-26 14,34.3,0.387,3.7,12.8,10.1
2023-01-26 15,42.4,0.383,2.0,12.8,10.2
2023-01-26 16,52.5,0.367,2.9,17.1,12.9
2023-01-26 17,51.8,0.302,18.1,19.2,14.2
2023-01-26 18,28.6,0.232,48.3,14.3,10.0
2023-01-26 19,40.9,0.281,34.5,17.1,12.9
2023-01-26 20,37.3,0.303,33.8,21.1,16.7
2023-01-26 21,25.3,0.236,44.8,15.7,12.3
2023-01-26 22,21.2,0.21,49.2,12.3,8.9
2023-01-26 23,21.0,0.2,48.6,11.3,8.2
2023-01-27 00,18.1,0.192,51.2,10.5,7.9
2023-01-27 01,15.3,0.171,54.5,10.2,6.3
2023-01-27 02,12.2,0.163,58.3,10.5,6.3
2023-01-27 03,12.9,0.159,58.0,9.8,6.0
2023-01-27 04,19.6,0.159,51.2,9.0,5.9
2023-01-27 05,25.9,0.167,47.2,10.2,6.0
2023-01-27 06,32.6,0.171,43.0,10.9,6.1
2023-01-27 07,32.8,0.182,42.0,12.7,6.9
2023-01-27 08,32.7,0.196,40.0,18.1,8.7
2023-01-27 09,30.0,0.192,42.8,17.6,9.5
2023-01-27 10,23.3,0.183,49.7,15.5,8.7
2023-01-27 11,19.5,0.182,52.1,13.7,9.0
2023-01-27 12,23.7,0.198,46.3,15.7,10.6
2023-01-27 13,20.5,0.186,47.6,14.5,9.8
2023-01-27 14,22.2,0.189,43.6,14.6,7.6
2023-01-27 15,23.0,0.192,40.4,12.0,8.3
2023-01-27 16,24.6,0.206,37.2,12.4,9.2
2023-01-27 17,27.7,0.219,32.6,13.6,10.2
2023-01-27 18,30.5,0.236,27.5,14.6,12.3
2023-01-27 19,30.4,0.244,26.1,15.4,13.2
2023-01-27 20,27.4,0.229,27.0,14.8,13.0
2023-01-27 21,23.9,0.217,26.7,14.9,12.6
2023-01-27 22,22.1,0.211,25.5,15.0,12.7
2023-01-27 23,21.7,0.212,24.1,16.1,13.9
2023-01-28 00,20.4,0.205,26.2,15.5,13.9
2023-01-28 01,18.0,0.196,31.3,14.4,12.7
2023-01-28 02,15.7,0.185,34.5,13.4,12.4
2023-01-28 03,16.5,0.181,34.3,14.6,13.2
2023-01-28 04,16.4,0.177,34.9,14.0,13.0
2023-01-28 05,20.1,0.188,31.4,15.5,14.1
2023-01-28 06,21.6,0.193,29.6,16.9,15.0
2023-01-28 07,21.2,0.191,31.4,16.8,14.5
2023-01-28 08,21.7,0.195,33.2,16.6,14.2
2023-01-28 09,20.6,0.201,36.4,17.0,14.1
2023-01-28 10,18.8,0.199,40.4,17.3,14.1
2023-01-28 11,17.5,0.193,43.3,17.1,14.2
2023-01-28 12,16.4,0.188,46.2,18.1,15.1
2023-01-28 13,15.0,0.182,49.7,18.9,15.5
2023-01-28 14,16.8,0.181,48.9,19.0,15.0
2023-01-28 15,14.7,0.174,50.4,18.7,15.2
2023-01-28 16,20.2,0.192,43.5,20.3,16.4
2023-01-28 17,19.5,0.197,43.5,21.1,17.8
2023-01-28 18,25.4,0.223,37.4,23.6,20.9
2023-01-28 19,19.0,0.206,45.5,23.3,20.8
2023-01-28 20,20.4,0.21,44.4,24.5,22.1
2023-01-28 21,20.7,0.204,44.1,22.8,21.1
2023-01-28 22,23.7,0.208,41.3,23.7,21.0
2023-01-28 23,17.2,0.183,46.0,23.0,20.8
2023-01-29 00,21.0,0.195,40.0,23.7,21.6
2023-01-29 01,34.0,0.224,29.4,25.7,23.1
2023-01-29 02,36.5,0.261,24.3,26.7,24.3
2023-01-29 03,39.8,0.282,20.7,26.0,24.0
2023-01-29 04,48.2,0.335,11.1,26.8,24.1
2023-01-29 05,58.5,0.4,1.5,27.5,25.0
2023-01-29 06,53.9,0.322,6.2,26.0,23.4
2023-01-29 07,50.9,0.357,9.6,24.1,21.8
2023-01-29 08,54.3,0.515,5.2,29.1,25.8
2023-01-29 09,50.8,0.49,11.1,32.2,29.1
2023-01-29 10,45.3,0.437,19.3,36.1,30.4
2023-01-29 11,24.6,0.288,45.6,26.1,22.0
2023-01-29 12,13.7,0.197,62.0,14.3,11.1
2023-01-29 13,13.3,0.181,63.3,11.9,9.0
2023-01-29 14,17.4,0.191,59.2,14.1,10.4
2023-01-29 15,19.3,0.195,56.3,18.3,12.3
2023-01-29 16,25.9,0.213,49.0,18.2,12.4
2023-01-29 17,28.6,0.236,44.8,22.3,15.5
2023-01-29 18,24.8,0.229,47.6,19.8,15.4
2023-01-29 19,25.5,0.248,45.0,19.8,16.3
2023-01-29 20,26.2,0.257,41.1,20.5,17.6
2023-01-29 21,21.6,0.246,42.8,20.4,17.4
2023-01-29 22,18.8,0.221,43.9,20.1,16.7
2023-01-29 23,15.6,0.207,44.4,19.0,16.7
2023-01-30 00,16.2,0.205,42.6,19.1,17.2
2023-01-30 01,14.5,0.19,42.1,17.8,15.6
2023-01-30 02,15.1,0.19,40.2,17.0,15.2
2023-01-30 03,13.3,0.189,41.2,16.4,14.7
2023-01-30 04,16.6,0.188,37.9,15.3,14.1
2023-01-30 05,22.2,0.194,33.6,14.9,13.7
2023-01-30 06,31.3,0.205,24.9,13.9,12.7
2023-01-30 07,35.4,0.226,23.0,13.8,11.5
2023-01-30 08,39.6,0.251,20.1,14.1,10.6
2023-01-30 09,38.4,0.245,21.3,14.1,10.2
2023-01-30 10,32.0,0.225,28.1,12.7,8.7
2023-01-30 11,25.7,0.205,34.5,9.2,6.7
2023-01-30 12,25.6,0.209,34.3,9.2,6.8
2023-01-30 13,24.1,0.199,36.9,11.0,6.9
2023-01-30 14,26.8,0.211,33.5,12.6,7.1
2023-01-30 15,32.3,0.229,30.9,15.9,8.5
2023-01-30 16,28.0,0.221,43.5,15.4,8.4
2023-01-30 17,36.0,0.256,38.3,14.5,7.4
2023-01-30 18,44.9,0.303,29.7,15.7,8.9
2023-01-30 19,46.9,0.321,27.8,17.5,11.5
2023-01-30 20,45.8,0.325,26.6,18.6,12.7
2023-01-30 21,47.0,0.36,23.6,19.9,13.4
2023-01-30 22,49.9,0.367,20.2,18.1,12.0
2023-01-30 23,54.8,0.381,14.0,18.2,12.8
2023-01-31 00,55.5,0.387,11.7,16.1,11.8
2023-01-31 01,43.7,0.369,18.2,19.2,13.6
2023-01-31 02,40.7,0.331,18.8,17.2,13.3
2023-01-31 03,40.2,0.3,18.8,16.6,12.1
2023-01-31 04,35.6,0.278,21.9,15.1,11.1
2023-01-31 05,40.1,0.281,17.2,14.1,10.4
2023-01-31 06,53.2,0.301,7.7,14.1,9.6
2023-01-31 07,57.0,0.299,8.5,14.6,9.1
2023-01-31 08,55.7,0.322,10.7,19.0,9.8
2023-01-31 09,49.9,0.294,17.0,23.4,10.6
2023-01-31 10,42.9,0.276,22.1,21.5,10.7
2023-01-31 11,34.8,0.269,32.3,21.1,12.3
2023-01-31 12,28.7,0.221,39.1,19.8,10.9
2023-01-31 13,21.1,0.201,49.3,19.7,9.0
2023-01-31 14,18.2,0.18,51.6,16.9,8.1
2023-01-31 15,20.2,0.183,47.5,15.2,7.6
2023-01-31 16,32.7,0.229,34.6,17.6,9.6
2023-01-31 17,35.7,0.266,29.6,18.5,11.3
2023-01-31 18,38.1,0.286,25.0,19.1,12.6
2023-01-31 19,34.8,0.284,26.1,17.6,12.5
2023-01-31 20,31.1,0.257,30.6,16.0,12.3
2023-01-31 21,21.9,0.222,39.2,13.5,10.7
2023-01-31 22,19.3,0.191,44.5,9.9,8.0
2023-01-31 23,16.0,0.177,46.5,9.2,7.5
2023-02-01 00,13.3,0.168,48.1,9.6,7.3
2023-02-01 01,12.0,0.16,50.2,9.7,7.0
2023-02-01 02,9.3,0.151,58.5,11.3,7.2
2023-02-01 03,8.7,0.146,61.7,13.5,7.7
2023-02-01 04,12.2,0.15,61.0,14.9,8.5
2023-02-01 05,22.2,0.162,50.2,15.8,8.7
2023-02-01 06,28.1,0.177,45.5,17.1,9.1
2023-02-01 07,37.6,0.209,36.9,20.1,9.9
2023-02-01 08,35.2,0.228,39.8,24.4,11.4
2023-02-01 09,34.9,0.213,41.1,24.1,11.0
2023-02-01 10,25.3,0.193,53.2,24.1,10.9
2023-02-01 11,17.9,0.18,60.2,25.1,11.4
2023-02-01 12,15.8,0.166,63.2,22.9,11.3
2023-02-01 13,18.0,0.17,63.0,23.8,10.5
2023-02-01 14,20.5,0.174,61.6,23.5,9.9
2023-02-01 15,17.2,0.166,66.4,23.0,9.3
2023-02-01 16,25.3,0.186,58.1,21.4,9.2
2023-02-01 17,27.9,0.202,55.1,20.0,9.3
2023-02-01 18,28.2,0.207,54.2,20.4,9.5
2023-02-01 19,27.5,0.199,54.3,19.1,10.2
2023-02-01 20,27.4,0.191,52.1,20.4,11.3
2023-02-01 21,22.9,0.192,53.5,17.3,10.2
2023-02-01 22,17.2,0.188,57.4,17.2,9.8
2023-02-01 23,16.3,0.183,56.4,17.6,9.5
2023-02-02 00,13.9,0.177,56.7,18.6,9.5
2023-02-02 01,15.7,0.181,53.6,15.8,8.8
2023-02-02 02,15.3,0.182,53.0,15.2,8.6
2023-02-02 03,15.6,0.178,52.6,13.5,7.8
2023-02-02 04,17.7,0.173,50.5,13.2,7.6
2023-02-02 05,24.1,0.186,44.7,14.7,7.6
2023-02-02 06,32.1,0.188,38.8,14.1,7.4
2023-02-02 07,44.9,0.235,26.9,16.8,7.7
2023-02-02 08,46.4,0.266,23.5,21.0,8.6
2023-02-02 09,44.4,0.246,26.0,21.0,8.6
2023-02-02 10,36.1,0.223,37.3,18.2,7.6
2023-02-02 11,19.9,0.178,57.1,16.1,6.1
2023-02-02 12,17.0,0.167,61.2,13.7,5.5
2023-02-02 13,18.5,0.169,56.6,14.3,5.8
2023-02-02 14,20.1,0.173,55.3,14.3,5.5
2023-02-02 15,23.3,0.18,53.0,12.8,4.6
2023-02-02 16,27.8,0.187,50.2,11.5,4.1
2023-02-02 17,27.6,0.201,50.6,10.2,4.3
2023-02-02 18,27.8,0.233,48.2,13.9,6.4
2023-02-02 19,27.0,0.226,48.4,11.9,6.6
2023-02-02 20,32.6,0.262,40.4,14.7,9.8
2023-02-02 21,23.6,0.22,46.5,12.0,8.1
2023-02-02 22,15.8,0.186,56.6,8.4,5.2
2023-02-02 23,12.5,0.155,62.3,6.2,3.5
2023-02-03 00,9.9,0.144,64.7,5.3,3.2
2023-02-03 01,9.2,0.14,64.2,5.0,3.0
2023-02-03 02,8.7,0.139,64.9,3.4,2.3
2023-02-03 03,8.1,0.135,66.4,3.1,1.8
2023-02-03 04,9.8,0.131,65.3,2.7,1.7
2023-02-03 05,14.1,0.134,62.3,3.1,1.7
2023-02-03 06,21.1,0.142,55.2,3.8,2.0
2023-02-03 07,30.9,0.177,44.6,5.2,2.7
2023-02-03 08,40.2,0.222,33.9,11.4,4.1
2023-02-03 09,24.3,0.166,50.2,8.1,3.4
2023-02-03 10,22.9,0.164,50.6,8.7,3.6
2023-02-03 11,20.3,0.166,51.7,9.2,4.2
2023-02-03 12,20.8,0.167,51.5,7.9,4.3
2023-02-03 13,20.0,0.162,51.9,9.4,3.7
2023-02-03 14,22.3,0.166,49.5,9.6,3.8
2023-02-03 15,27.1,0.182,43.2,9.9,4.0
2023-02-03 16,30.6,0.203,40.1,9.3,4.3
2023-02-03 17,36.5,0.219,36.3,10.5,4.6
2023-02-03 18,30.6,0.212,46.6,11.9,6.0
